subject;Age;Gender;training_condition;task_order;training_performance;stimulus_identity;Outcome_1_Pos_Neg;Outcome_1_Good_Bad;Outcome_1_Pleasant_Unpleasant;Outcome_1_Like_Dislike;Target_1_Pos_Neg;Target_1_Good_Bad;Target_1_Pleasant_Unpleasant;Target_1_Like_Dislike;Outcome_2_Pos_Neg;Outcome_2_Good_Bad;Outcome_2_Pleasant_Unpleasant;Outcome_2_Like_Dislike;Target_2_Pos_Neg;Target_2_Good_Bad;Target_2_Pleasant_Unpleasant;Target_2_Like_Dislike;Mean_Outcome_1;Mean_Outcome_2;Mean_Target_1;Mean_Target_2;OEC_Effect;IR_Effect;Transformed_OEC_Effect;Transformed_IR_Effect;Intentions_1_3_response;Intentions_2_4_response;stim_1_confidence;stim_2_confidence;stim_3_confidence;stim_4_confidence;Demand_response;Demand_recoded;reactance_question_1;reactance_question_2;IAT_D2;IAT_order;Reverse_Scored_IAT_D2;Transformed_IAT_D2
 24;23;M;Extinction;Implicits First;Fail;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 4; 2; 2; 2; 1; 0; 2; 3; 3; 3; 1; 3; 1; 1; 3; 2; 2,50; 2,50; 1,50; 1,75;  0,00; -0,25;  0,00;  0,25;I would try Brands 1 and 3;I would try Brands 2 and 4; 0; 1; 0; 4;What I learned during the experiment;Not Demand Compliant;yes;3; 0,327737488;Learning_Inconsistent_First;-0,327737488; 0,327737488
 24;23;M;Extinction;Implicits First;Fail;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 4; 2; 2; 2; 1; 0; 2; 3; 3; 3; 1; 3; 1; 1; 3; 2; 2,50; 2,50; 1,50; 1,75;  0,00; -0,25;  0,00;  0,25;I would try Brands 1 and 3;I would try Brands 2 and 4; 0; 1; 0; 4;What I learned during the experiment;Not Demand Compliant;yes;3; 0,327737488;Learning_Inconsistent_First;-0,327737488; 0,327737488
 27;21;F;Extinction;Implicits First;Fail;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 1; 1; 2; 3; 2; 2; 1; 4; 2; 1; 1; 4;-2;-3;-2;-1; 1,75; 2,00; 2,25;-2,00; -0,25;  4,25; -0,25;  4,25;I would try Brand 3;I would try Brand 2;-2; 3;-3; 3;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;-0,159443868;Learning_Consistent_First;-0,159443868;-0,159443868
 29;29;F;Extinction;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 1; 1; 1; 1; 0; 0; 0; 0; 0;-1;-1; 0; 1; 1; 1; 1; 1,00;-0,50; 0,00; 1,00;  1,50; -1,00; -1,50;  1,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 1; 0; 0; 1;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,235582947;Learning_Consistent_First; 0,235582947;-0,235582947
 30;30;M;Extinction;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 2; 2; 2; 2; 0; 0; 0; 0; 3; 3; 3; 3; 0,00; 0,00; 2,00; 3,00;  0,00; -1,00;  0,00;  1,00;I would try Brands 1 and 3;I would try Brand 4; 1; 3; 1; 4;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;6; 0,324865230;Learning_Inconsistent_First;-0,324865230; 0,324865230
 31;22;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00;  0,00;  0,00;I would try Brand 3;I would try Brands 2 and 4; 5; 5; 5; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,333494414;Learning_Consistent_First; 0,333494414;-0,333494414
 35;34;M;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00;  0,00;  0,00;I don't know;I don't know; 0; 0; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,482006933;Learning_Consistent_First; 0,482006933; 0,482006933
 36;21;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 1; 1; 1; 1; 0; 0; 0; 0; 1; 2; 1; 1; 0; 0; 0; 0; 1,00; 1,25; 0,00; 0,00; -0,25;  0,00; -0,25;  0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 3; 3; 3; 3;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,259373364;Learning_Inconsistent_First;-0,259373364;-0,259373364
 39;22;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 2; 2; 2; 2; 2; 2; 1; 2; 1; 1; 1; 1; 0,00; 1,75; 2,00; 1,00; -1,75;  1,00;  1,75; -1,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 3; 3; 2; 2;What I learned during the experiment;Not Demand Compliant;yes;7; 0,379679780;Learning_Consistent_First; 0,379679780;-0,379679780
 40;36;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-3;-2;-4;-4;-4; 3; 2; 3; 3; 3; 3; 3; 3;-3,00; 2,75;-3,50; 3,00; -5,75; -6,50;  5,75;  6,50;I would try Brand 3;I would try Brand 4; 4; 2; 3; 3;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,967162003;Learning_Inconsistent_First;-0,967162003; 0,967162003
 41;32;F;Extinction;Explicits First;Fail;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00;  0,00;  0,00;I would try neither Brand;I would try neither Brand; 2; 2; 2; 2;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,333510106;Learning_Consistent_First; 0,333510106; 0,333510106
 43;29;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 0; 0; 0; 3; 4; 4; 5;-5;-5;-5;-4;-2; 0;-2; 0; 0,50;-4,75; 4,00;-1,00;  5,25;  5,00;  5,25;  5,00;I would try Brand 3;I would try Brand 2; 3; 4; 4; 3;What I learned during the experiment;Not Demand Compliant;yes;7; 0,409383921;Learning_Consistent_First; 0,409383921; 0,409383921
 44;21;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 5; 3; 3; 3; 3;-1;-1;-1;-1; 2; 2; 2; 2; 5,00;-1,00; 3,00; 2,00;  6,00;  1,00;  6,00;  1,00;I would try Brand 1;I would try Brands 2 and 4; 5; 1; 4; 4;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,152028872;Learning_Inconsistent_First;-0,152028872;-0,152028872
 49;31;M;Extinction;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 5; 5; 5; 5; 5;-5;-5;-5;-5;-5;-5;-5;-5; 5,00;-5,00; 5,00;-5,00; 10,00; 10,00; 10,00; 10,00;I would try Brand 1;I would try Brand 2; 5; 4; 5; 4;What I learned during the experiment;Not Demand Compliant;yes;3; 0,237734742;Learning_Consistent_First; 0,237734742; 0,237734742
 51;32;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 1; 0,00; 0,00; 0,00; 0,75;  0,00; -0,75;  0,00; -0,75;I would try Brand 1;I would try Brand 4; 0;-1; 1; 2;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,449484128;Learning_Consistent_First; 0,449484128; 0,449484128
 53;24;F;Extinction;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 5; 5; 5; 5; 0; 0; 0; 0;-5;-5;-5;-5; 0; 0; 0; 0; 5,00;-5,00; 0,00; 0,00; 10,00;  0,00;-10,00;  0,00;I would try Brand 1;I would try Brand 2; 5; 5; 0; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,231263723;Learning_Consistent_First; 0,231263723;-0,231263723
 57;35;M;Extinction;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 0; 3; 0; 1; 1; 1; 1;-3; 0; 2;-2; 1; 0; 0; 0; 1,25;-0,75; 1,00; 0,25;  2,00;  0,75;  2,00;  0,75;I don't know;I would try Brand 2; 3; 4; 3; 2;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,480698763;Learning_Consistent_First; 0,480698763; 0,480698763
 59;25;M;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 5; 5; 5; 5; 5;-5;-5;-5;-5; 5; 5; 5; 5; 5,00;-5,00; 5,00; 5,00; 10,00;  0,00; 10,00;  0,00;I would try Brand 1;I would try Brand 4; 5; 5;-5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,304220330;Learning_Consistent_First; 0,304220330; 0,304220330
 64;26;M;Extinction;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-2;-3;-2; 2; 2; 2; 2; 4; 4; 4; 4; 0; 0; 0;-1;-2,50; 4,00; 2,00;-0,25; -6,50;  2,25;  6,50; -2,25;I would try Brand 3;I would try Brand 2; 4; 2; 5; 2;What I learned during the experiment;Not Demand Compliant;yes;3; 0,362084487;Learning_Inconsistent_First;-0,362084487; 0,362084487
 65;28;F;Extinction;Explicits First;Fail;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 1; 1; 1; 1; 0; 0; 0; 0; 1; 0; 1; 1; 0,00; 0,00; 1,00; 0,75;  0,00;  0,25;  0,00;  0,25;I would try Brand 3;I would try Brand 2; 0; 3; 0; 2;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;3; 0,492532585;Learning_Consistent_First; 0,492532585; 0,492532585
 68;39;M;Extinction;Implicits First;Fail;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,50; 0,00; 0,00; 0,00;  0,50;  0,00;  0,50;  0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 1; 1; 1; 1;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,147724527;Learning_Inconsistent_First;-0,147724527;-0,147724527
 69;39;F;Extinction;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 1; 1; 1; 2; 0; 0; 0; 0; 2; 2; 2; 2; 0,00; 0,00; 1,25; 2,00;  0,00; -0,75;  0,00;  0,75;I would try Brands 1 and 3;I would try Brands 2 and 4; 0; 2; 0; 2;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;4; 0,129850953;Learning_Consistent_First; 0,129850953;-0,129850953
 71;35;F;Extinction;Implicits First;Fail;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 4; 5; 5; 5; 0; 0; 0; 0;-5;-5;-5;-5; 0; 0; 0; 0; 4,75;-5,00; 0,00; 0,00;  9,75;  0,00; -9,75;  0,00;I would try Brand 1;I would try Brands 2 and 4; 4; 2; 1; 2;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,382078898;Learning_Consistent_First; 0,382078898;-0,382078898
 74;18;F;Extinction;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 1; 1; 1; 1;-2;-2;-2;-2; 0; 0; 0; 0; 4; 4; 4; 4; 1,00; 0,00;-2,00; 4,00;  1,00; -6,00;  1,00; -6,00;I would try Brands 1 and 3;I would try Brand 4;-5;-5;-5;-5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;3; 0,126056276;Learning_Inconsistent_First;-0,126056276;-0,126056276
 75;18;M;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 5; 5; 5; 5; 5;-5;-5;-5;-5;-5;-5;-5;-5; 5,00;-5,00; 5,00;-5,00; 10,00; 10,00; 10,00; 10,00;I would try Brand 1;I would try Brand 2; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,342885094;Learning_Consistent_First; 0,342885094; 0,342885094
 77;33;F;Extinction;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5;-5;-5;-5;-5; 5; 5; 5; 5; 5; 5; 5; 5;-5,00; 5,00;-5,00; 5,00;-10,00;-10,00; 10,00; 10,00;I would try Brand 3;I would try Brand 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,022906107;Learning_Consistent_First; 0,022906107;-0,022906107
 83;34;M;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0,25; 0,00; 0,00; 0,25;  0,25; -0,25;  0,25; -0,25;I don't know;I would try Brand 2; 0; 0; 0; 0;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,259923992;Learning_Consistent_First; 0,259923992; 0,259923992
 86;32;F;Extinction;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 1; 1; 1; 1; 1; 1; 1; 1; 4; 4; 4; 4; 4; 4; 4; 4; 1,00; 4,00; 1,00; 4,00; -3,00; -3,00;  3,00;  3,00;I would try Brand 3;I would try Brand 4; 4; 4; 4; 4;What I learned during the experiment;Not Demand Compliant;yes;2; 0,563912834;Learning_Inconsistent_First;-0,563912834; 0,563912834
 88;21;M;Extinction;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00;  0,00;  0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 0; 0; 0; 0;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,200956755;Learning_Inconsistent_First;-0,200956755; 0,200956755
 89;40;F;Extinction;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 2; 4; 4; 2; 2; 3; 3; 3; 3; 1; 1; 1; 1; 2,00; 3,00; 3,00; 1,00; -1,00;  2,00; -1,00;  2,00;I would try Brand 1;I would try Brand 4; 5; 4; 5; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;-0,299119229;Learning_Consistent_First;-0,299119229;-0,299119229
 91;20;M;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-5;-2;-4;-4; 5; 5; 5; 5; 1; 4; 0; 2;-5;-5;-5;-5;-3,75; 1,75; 5,00;-5,00; -5,50; 10,00; -5,50; 10,00;I would try Brand 3;I would try Brand 2;-5; 5;-5; 5;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,717906553;Learning_Consistent_First; 0,717906553; 0,717906553
 91;20;M;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-5;-2;-4;-4; 5; 5; 5; 5; 1; 4; 0; 2;-5;-5;-5;-5;-3,75; 1,75; 5,00;-5,00; -5,50; 10,00; -5,50; 10,00;I would try Brand 3;I would try Brand 2;-5; 5;-5; 5;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,717906553;Learning_Consistent_First; 0,717906553; 0,717906553
 91;20;M;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-5;-2;-4;-4; 5; 5; 5; 5; 1; 4; 0; 2;-5;-5;-5;-5;-3,75; 1,75; 5,00;-5,00; -5,50; 10,00; -5,50; 10,00;I would try Brand 3;I would try Brand 2;-5; 5;-5; 5;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,717906553;Learning_Consistent_First; 0,717906553; 0,717906553
 91;20;M;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-5;-2;-4;-4; 5; 5; 5; 5; 1; 4; 0; 2;-5;-5;-5;-5;-3,75; 1,75; 5,00;-5,00; -5,50; 10,00; -5,50; 10,00;I would try Brand 3;I would try Brand 2;-5; 5;-5; 5;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,717906553;Learning_Consistent_First; 0,717906553; 0,717906553
 92;32;M;Extinction;Implicits First;Fail;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 5; 0; 0; 0; 0; 5;-5;-5;-5; 0; 0; 0; 0; 5,00;-2,50; 0,00; 0,00;  7,50;  0,00;  7,50;  0,00;I would try Brand 1;I would try Brands 2 and 4; 5; 0; 5; 0;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,476479983;Learning_Inconsistent_First;-0,476479983;-0,476479983
 94;36;F;Extinction;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-2;-2;-2; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3;-2,00; 3,00; 3,00; 3,00; -5,00;  0,00;  5,00;  0,00;I would try Brand 3;I would try Brands 2 and 4;-2; 3; 3; 3;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,173802080;Learning_Inconsistent_First;-0,173802080; 0,173802080
 95;20;M;Extinction;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 2; 2; 2; 2; 0; 0; 0; 0;-2;-2;-2;-2; 0,00; 0,00; 2,00;-2,00;  0,00;  4,00;  0,00; -4,00;I would try neither Brand;I would try Brand 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,241118523;Learning_Consistent_First; 0,241118523;-0,241118523
 96;33;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;-5,00; 0,00; 0,00; 0,00; -5,00;  0,00;  5,00;  0,00;I would try Brand 3;I would try Brands 2 and 4; 5; 0; 0; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;-0,123603480;Learning_Inconsistent_First; 0,123603480;-0,123603480
 99;33;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 5; 3; 3; 3; 3;-5;-5;-5;-5;-3;-3;-3;-3; 5,00;-5,00; 3,00;-3,00; 10,00;  6,00; 10,00;  6,00;I would try Brand 1;I would try Brands 2 and 4; 5; 0; 5; 0;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,532397865;Learning_Consistent_First; 0,532397865; 0,532397865
105;23;M;Extinction;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 4; 3; 3; 3; 4; 4; 3;-4;-3;-4;-3;-4;-3;-3;-2; 3,25;-3,50; 3,50;-3,00;  6,75;  6,50;  6,75;  6,50;I would try Brand 1;I would try Brand 2; 2; 1; 3; 1;What I thought the experimenter wanted me to say;Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,234709463;Learning_Consistent_First; 0,234709463; 0,234709463
107;29;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 2; 2; 2; 2; 0; 0; 0; 0; 2; 2; 2; 2; 0,00; 0,00; 2,00; 2,00;  0,00;  0,00;  0,00;  0,00;I would try Brand 3;I would try Brand 4; 0; 2; 0; 2;What I learned during the experiment;Not Demand Compliant;yes;6;-0,010476473;Learning_Consistent_First;-0,010476473;-0,010476473
117;30;F;Extinction;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 1; 1; 1; 1; 0; 2; 1; 0; 2; 2; 2; 2; 2; 1; 2; 2; 1,00; 2,00; 0,75; 1,75; -1,00; -1,00;  1,00;  1,00;I would try Brand 3;I would try Brand 4; 1; 1; 1; 1;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,100140682;Learning_Consistent_First; 0,100140682;-0,100140682
118;19;M;Extinction;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-2;-2;-2;-2;-1; 2;-3; 0; 0; 0; 0; 2; 2; 2; 1;-2,25; 0,00;-1,00; 1,75; -2,25; -2,75;  2,25;  2,75;I would try Brands 1 and 3;I would try Brand 4; 0; 0; 0; 0;What I thought the experimenter wanted me to say;Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,883837089;Learning_Inconsistent_First;-0,883837089; 0,883837089
119;27;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1,00; 1,00; 1,00; 0,75;  0,00;  0,25;  0,00; -0,25;I don't know;I don't know; 0; 0; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;6; 0,232724468;Learning_Consistent_First; 0,232724468;-0,232724468
124;29;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00;  0,00;  0,00;I don't know;I would try Brand 4; 2; 2; 2; 2;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;7; 0,328971683;Learning_Inconsistent_First;-0,328971683;-0,328971683
125;34;F;Extinction;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2; 2;-2;-1;-1;-1;-1; 0; 2; 2; 2; 2; 2; 2; 2; 2;-0,75; 2,00;-0,75; 2,00; -2,75; -2,75;  2,75;  2,75;I would try Brand 3;I would try Brand 4;-5;-1;-2; 3;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;-0,017663671;Learning_Consistent_First;-0,017663671; 0,017663671
127;24;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 5; 5; 5; 0,00; 0,00; 0,00; 5,00;  0,00; -5,00;  0,00;  5,00;I would try neither Brand;I would try Brand 4; 5; 5; 5; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;9=I very strongly resisted your attempts to influence how I felt; 0,057786635;Learning_Consistent_First; 0,057786635;-0,057786635
128;24;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00;  0,00;  0,00;I would try Brand 3;I would try Brand 2;-5;-5;-5;-5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,198762054;Learning_Inconsistent_First;-0,198762054; 0,198762054
130;32;F;Extinction;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00;  0,00;  0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 0; 0; 0; 0;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,139150492;Learning_Inconsistent_First;-0,139150492;-0,139150492
132;33;F;Extinction;Implicits First;Fail;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-1; 1;-1;-1; 2; 2; 2; 2;-2;-2;-2;-1;-2;-3;-2;-2;-0,50;-1,75; 2,00;-2,25;  1,25;  4,25;  1,25;  4,25;I would try Brand 1;I would try Brand 2; 2; 3;-1; 3;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;4; 0,167366037;Learning_Inconsistent_First;-0,167366037;-0,167366037
134;38;M;Extinction;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-2;-2;-2; 2; 2; 2; 2;-1;-1;-1;-1; 2; 2; 2; 2;-2,00;-1,00; 2,00; 2,00; -1,00;  0,00;  1,00;  0,00;I would try Brand 3;I would try Brand 4; 1; 2; 1; 2;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;3; 0,417259541;Learning_Inconsistent_First;-0,417259541; 0,417259541
135;24;M;Extinction;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-2;-1;-2;-1;-1;-1;-1; 1; 4; 1; 1; 1; 1; 1; 1;-1,75; 1,75;-1,00; 1,00; -3,50; -2,00;  3,50;  2,00;I would try Brand 3;I would try Brand 4; 5; 3; 4; 3;What I learned during the experiment;Not Demand Compliant;yes;2;-0,067730072;Learning_Consistent_First;-0,067730072; 0,067730072
138;38;F;Extinction;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 1; 1; 1; 1; 1; 1; 1; 1;-1;-1;-1;-1;-1;-1;-1;-1; 1,00;-1,00; 1,00;-1,00;  2,00;  2,00;  2,00;  2,00;I don't know;I don't know;-1;-1;-1;-1;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;-0,263710546;Learning_Inconsistent_First; 0,263710546; 0,263710546
141;19;M;Extinction;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-2;-2;-2; 0; 0; 0; 0; 3; 3; 3; 3; 0; 0; 0; 0;-2,00; 3,00; 0,00; 0,00; -5,00;  0,00;  5,00;  0,00;I would try Brand 3;I would try Brand 4; 0; 3; 1; 3;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;-0,197765665;Learning_Consistent_First;-0,197765665; 0,197765665
